year,value,indicador_nombre,country,codigo_indicador,fuente,area,tipo,grupo_edad,country_name,unit,indicator_id,pais_nombre
2017,36.4,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2018,34.5,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2019,37.2,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2020,39.0,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2021,36.4,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2022,37.7,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
1990,5124.48798110938,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1991,5283.1182549384,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1992,5261.66167770736,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1993,5378.5440973202,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1994,5521.66025440424,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1995,5671.82158266672,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1996,5810.67445720966,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1997,5989.41431945001,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1998,6180.54968912851,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1999,6099.5115222225,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2000,6146.02929379703,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2001,6144.97829465098,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2002,6193.26347494844,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2003,6255.51558261865,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2004,6407.83811795626,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2005,6579.31228867825,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2006,6778.38492535327,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2007,6967.56988043206,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2008,7272.1662422642,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2009,7392.16259288398,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2010,7571.67809247102,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2011,7837.49318801327,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2012,8108.20518828237,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2013,8524.03213402885,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2014,8851.71162782477,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2015,9141.92840900882,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2016,9390.79063843794,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2017,9642.81395706132,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2018,9907.06256669222,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2019,9985.23048460376,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2020,9000.97565203128,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2021,9454.19814680002,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2022,9681.70743033851,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2023,9843.97014249285,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
2024,9844.27685167629,PIB per cápita (PPA),BOL,NY.GDP.PCAP.PP.KD,Banco Mundial,,,,,,,
1991,2.934,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1992,3.031,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1993,3.05,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1994,3.08,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1995,2.661,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1996,2.373,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1997,2.08,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1998,2.121,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1999,2.303,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2000,2.447,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2001,2.636,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2002,2.613,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2003,2.664,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2004,2.622,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2005,2.603,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2006,2.577,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2007,2.616,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2008,2.603,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2009,2.973,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2010,2.608,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2011,2.255,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2012,2.066,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2013,2.437,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2014,2.021,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2015,3.111,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2016,3.498,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2017,3.655,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2018,3.519,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2019,3.682,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2020,7.903,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2021,5.089,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2022,3.552,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2023,3.024,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
2024,3.091,Tasa Desempleo,BOL,SL.UEM.TOTL.ZS,Banco Mundial,,,,,,,
1960,3702323.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1961,3778731.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1962,3857493.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1963,3938913.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1964,4022996.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1965,4109796.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1966,4199550.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1967,4292572.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1968,4388944.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1969,4488232.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1970,4590010.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1971,4694342.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1972,4800978.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1973,4910200.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1974,5022475.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1975,5137539.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1976,5256496.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1977,5379166.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1978,5504123.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1979,5630849.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1980,5758900.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1981,5888109.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1982,6018088.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1983,6149060.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1984,6281868.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1985,6416185.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1986,6552479.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1987,6692162.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1988,6835508.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1989,6981766.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1990,7130142.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1991,7280289.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1992,7430336.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1993,7579195.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1994,7727322.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1995,7874676.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1996,8021736.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1997,8167900.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1998,8313394.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1999,8459806.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2000,8606326.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2001,8752736.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2002,8900355.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2003,9050700.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2004,9204287.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2005,9360754.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2006,9521689.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2007,9685960.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2008,9850858.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2009,10016275.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2010,10182345.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2011,10348929.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2012,10515807.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2013,10682608.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2014,10848888.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2015,11014705.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2016,11180020.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2017,11344587.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2018,11508368.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2019,11671386.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2020,11816299.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2021,11937360.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2022,12077154.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2023,12244159.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
2024,12413315.0,Población Total,BOL,SP.POP.TOTL,Banco Mundial,,,,,,,
1960,11.5331525756195,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1961,7.56149307183899,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1962,5.87933142225296,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1963,-0.706357214552389,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1964,10.1818181818181,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1965,2.86028602860271,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1966,6.95187165775404,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1967,11.1999999990001,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1968,5.47062350162299,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1969,2.20974847251324,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1970,3.95550921099769,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1971,3.67461430575032,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1972,6.5115440115437,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1973,31.4860287891618,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1974,62.8360756029239,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1975,7.97674602546866,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1976,4.49401164707216,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1977,8.10725552050415,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1978,10.3556722757191,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1979,19.7197167787999,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1980,47.2416501018426,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1981,32.1336011133424,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1982,123.535718565329,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1983,275.586283560362,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1984,1281.34994174486,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1985,11749.6396321438,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1986,276.335967563202,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1987,14.5786984489191,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1988,16.0020910549391,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1989,15.1734681125732,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1990,17.1187746048239,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1991,21.4470698171141,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1992,12.060323601829,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1993,8.52787695688003,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1994,7.87404421467434,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1995,10.1932067630745,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1996,12.4254866180049,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1997,4.70844436028193,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1998,7.67322895675083,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1999,2.15951626835598,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2000,4.60822998872598,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2001,1.58965377879568,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2002,0.92825885161107,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2003,3.33727499671534,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2004,4.43738080101725,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2005,5.39323106890663,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2006,4.28239604802561,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2007,8.70560923578869,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2008,14.0068107702519,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2009,3.34645420142014,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2010,2.50327605844241,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2011,9.88446419823883,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2012,4.51560291399376,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2013,5.73640023719607,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2014,5.76660074579144,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2015,4.05961041135645,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2016,3.62321431764138,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2017,2.8227580554717,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2018,2.27205987230155,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2019,1.83954504969026,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2020,0.940742153381849,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2021,0.737383721452275,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2022,1.74632872945969,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2023,2.57688800489192,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
2024,5.09976568317427,Inflación anual (%),BOL,FP.CPI.TOTL.ZG,Banco Mundial,,,,,,,
1961,2.08929594236781,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1962,5.57891786210295,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1963,6.79762576905429,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1964,3.95659653084567,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1965,4.91344195525978,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1966,7.17058966306621,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1967,6.31721951733537,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1968,8.52944308831111,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1969,4.47409732886864,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1970,5.23102930423347,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1971,5.06333643861971,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1972,7.967485209709,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1973,5.73916152572542,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1974,2.9395678082784,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1975,7.31101773140009,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1976,4.61456748598627,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1977,4.97121565700267,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1978,2.05269456633279,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1979,0.133344047803647,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1980,-1.37177291052775,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1981,0.27561637277573,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1982,-3.93873792499608,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1983,-4.04212140271022,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1984,-0.200665696939353,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1985,-1.67638978272154,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1986,-2.57388420056628,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1987,2.4634846196991,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1988,2.90949796034216,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1989,3.79013096203759,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1990,4.63578742813276,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1991,5.26652666784713,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1992,1.64649818317069,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1993,4.26929611661502,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1994,4.66726510266786,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1995,4.67827659709971,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1996,4.36134195244576,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1997,4.95420874299721,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1998,5.02935475543072,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
1999,0.426885422588825,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2000,2.50781080899483,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2001,1.68379912721825,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2002,2.48556573783829,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2003,2.71133983700673,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2004,4.17329558916248,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2005,4.42143312687979,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2006,4.79700882356067,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2007,4.56438426887887,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2008,6.14849787462164,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2009,3.35699957430565,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2010,4.1267225910567,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2011,5.204092443086,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
2012,5.12227558091757,Crecimiento PIB anual (%),BOL,NY.GDP.MKTP.KD.ZG,Banco Mundial,,,,,,,
