year,value,indicator_id,country,unit,indicador_nombre,country_name,codigo_indicador
2008,4.8,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2009,4.06,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2009,4.1,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2010,3.1,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2010,3.15,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2011,2.11,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2011,2.1,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2012,2.3,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2012,2.33,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2013,2.07,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2013,2.1,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2014,2.1,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2014,2.13,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2016,2.31,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2016,2.3,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2017,2.4,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2017,2.36,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2018,2.87,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2018,2.9,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2019,3.4,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2019,3.38,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2020,3.99,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2020,4.0,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2021,2.8,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2021,2.8,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2022,2.54,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
2022,2.5,WB_PIP_HEADCOUNT_LMIC,ARG,PT,Pobreza Moderada ($3.65/día),,WB_PIP_HEADCOUNT_LMIC
1980,5.7,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1980,5.7,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1986,4.8,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1986,4.77,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1987,7.62,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1987,7.6,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1991,14.3,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1991,14.32,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1992,14.87,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1992,14.9,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1993,15.1,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1993,15.07,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1994,15.68,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1994,15.7,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1995,20.5,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1995,20.48,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1996,22.4,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1996,22.4,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1997,21.3,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1997,21.35,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1998,23.3,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1998,23.3,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1999,24.2,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
1999,24.22,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2000,26.3,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2000,26.3,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2001,31.1,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2001,31.07,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2002,44.38,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2002,44.4,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2003,29.7,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2003,29.72,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2004,24.87,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2004,24.9,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2005,21.0,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2005,20.96,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2006,16.9,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2006,16.9,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2007,15.57,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2007,15.6,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2008,14.2,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2008,14.23,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2009,12.88,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2009,12.9,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2010,11.4,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2010,11.35,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2011,9.11,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2011,9.1,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2012,8.6,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2012,8.57,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2013,8.56,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2013,8.6,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2014,9.5,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2014,9.47,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2016,9.21,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2016,9.2,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2017,8.2,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2017,8.25,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2018,10.35,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2018,10.4,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2019,12.0,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2019,12.01,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2020,15.38,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2020,15.4,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2021,11.43,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2021,11.4,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2022,10.91,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2022,10.9,WB_PIP_HEADCOUNT_UMIC,ARG,PT,Pobreza ($6.85/día),,WB_PIP_HEADCOUNT_UMIC
2010,1.6,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2011,1.2,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2012,1.3,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2013,1.1,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2014,1.1,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2016,1.3,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2017,1.1,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2018,1.7,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2019,1.7,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2020,2.2,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2021,1.4,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2022,1.3,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2023,1.2,SI.POV.MPWB,ARG,,Pobreza Multidimensional,Argentina,SI.POV.MPWB
2010,0.963598,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2011,1.05141,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2012,0.833707,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2013,0.896339,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2014,0.94894,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2016,1.17013,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2017,0.715648,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2018,0.736694,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2019,0.641644,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2020,0.658735,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2021,0.731351,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2022,0.706118,WB_MPM_EDU_ENROLL,ARG,PT,Privación Educación - Matrícula,,WB_MPM_EDU_ENROLL
2010,1.90405,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2011,1.80353,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2012,1.6484,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2013,1.61902,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2014,1.41841,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2016,1.62789,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2017,1.48508,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2018,1.33947,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2019,1.45894,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2020,1.36046,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2021,1.08532,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2022,1.10712,WB_MPM_EDU_ATT,ARG,PT,Privación Educación - Logro,,WB_MPM_EDU_ATT
2010,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2011,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2012,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2013,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2014,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2016,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2017,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2018,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2019,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2020,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2021,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2022,0.0,WB_MPM_ELEC,ARG,PT,Privación Electricidad,,WB_MPM_ELEC
2010,0.325656,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2011,0.308643,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2012,0.324074,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2013,0.321066,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2014,0.40557,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2016,0.405132,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2017,0.400695,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2018,0.264292,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2019,0.254712,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2020,0.123864,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2021,0.364048,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2022,0.372027,WB_MPM_WATER,ARG,PT,Privación Agua Potable,,WB_MPM_WATER
2010,1.30865,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2011,1.23504,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2012,0.923994,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2013,0.805115,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2014,0.704324,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2016,0.636667,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2017,0.697418,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2018,0.70777,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2019,0.633893,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2020,0.903208,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2021,0.257453,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2022,0.410161,WB_MPM_SANT,ARG,PT,Privación Saneamiento,,WB_MPM_SANT
2010,0.746541,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2011,0.711377,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2012,0.647047,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2013,0.666675,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2014,0.60478,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2016,0.696885,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2017,0.603796,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2018,1.04432,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2019,1.10974,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2020,1.17313,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2021,0.894218,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2022,0.61189,WB_MPM_MONETARY,ARG,PT,Privación Pobreza Monetaria,,WB_MPM_MONETARY
2016,30.3,WB_WDI_SI_POV_NAHC,ARG,PT_POP,Pobreza Línea Nacional,,WB_WDI_SI_POV_NAHC
2017,25.7,WB_WDI_SI_POV_NAHC,ARG,PT_POP,Pobreza Línea Nacional,,WB_WDI_SI_POV_NAHC
2018,32.0,WB_WDI_SI_POV_NAHC,ARG,PT_POP,Pobreza Línea Nacional,,WB_WDI_SI_POV_NAHC
2019,35.5,WB_WDI_SI_POV_NAHC,ARG,PT_POP,Pobreza Línea Nacional,,WB_WDI_SI_POV_NAHC
2020,42.0,WB_WDI_SI_POV_NAHC,ARG,PT_POP,Pobreza Línea Nacional,,WB_WDI_SI_POV_NAHC
2021,37.3,WB_WDI_SI_POV_NAHC,ARG,PT_POP,Pobreza Línea Nacional,,WB_WDI_SI_POV_NAHC
2022,39.2,WB_WDI_SI_POV_NAHC,ARG,PT_POP,Pobreza Línea Nacional,,WB_WDI_SI_POV_NAHC
2023,41.7,WB_WDI_SI_POV_NAHC,ARG,PT_POP,Pobreza Línea Nacional,,WB_WDI_SI_POV_NAHC
1990,17007.2844317191,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1991,18295.6091996812,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1992,19476.2840606477,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1993,20791.3451479504,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1994,21711.842788091,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1995,20819.4999479903,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1996,21695.5949515372,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1997,23172.1583398342,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1998,23783.1017185449,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
1999,22714.5111302701,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2000,22281.3814299958,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2001,21066.4581290433,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2002,18571.7020471274,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2003,20005.1385113465,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2004,21591.449396517,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2005,23262.4075792816,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2006,24877.2493922296,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2007,26850.6645932771,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2008,27658.4853446831,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2009,25747.1976809995,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2010,28056.2570212342,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2011,29425.7593876084,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2012,28825.9666865361,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2013,29227.6601818437,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2014,28200.8152571318,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2015,28669.2061336796,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2016,27802.1057201498,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2017,28334.904184742,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2018,27367.115094108,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2019,26629.5529419501,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
2020,23877.0931404855,NY.GDP.PCAP.PP.KD,ARG,,PIB per cápita (PPA),Argentina,NY.GDP.PCAP.PP.KD
